,b,delta,H,MAPE
162,6.1999999999999424,1239,"[47764974.4, 86851068.0, 107236341.99999999, 127875391.99999999, 167840326.0]",0.30019815788832044
163,6.29999999999994,1239,"[47768933.599999994, 86858327.0, 107245345.50000001, 127886150.5, 167854538.99999997]",0.30019856994027805
164,6.399999999999942,1239,"[47772892.8, 86865586.0, 107254349.0, 127896908.99999997, 167868752.0]",0.30019898192296524
165,6.499999999999943,1239,"[47776852.0, 86872845.0, 107263352.5, 127907667.5, 167882965.0]",0.30019939383639926
166,6.599999999999941,1239,"[47780811.2, 86880104.0, 107272356.0, 127918426.0, 167897178.0]",0.30019980568059773
167,6.699999999999939,1239,"[47784770.4, 86887363.0, 107281359.49999999, 127929184.49999999, 167911391.0]",0.30020021745557807
168,6.79999999999994,1239,"[47788729.599999994, 86894622.0, 107290363.00000001, 127939943.0, 167925603.99999997]",0.30020062916135754
169,6.899999999999942,1239,"[47792688.8, 86901881.0, 107299366.5, 127950701.49999997, 167939817.0]",0.3002010407979539
170,6.99999999999994,1239,"[47796648.0, 86909140.0, 107308370.0, 127961460.0, 167954030.0]",0.30020145236538437
171,7.0999999999999375,1239,"[47800607.2, 86916399.0, 107317373.5, 127972218.5, 167968243.0]",0.30020186386366643
172,7.199999999999939,1239,"[47804566.4, 86923658.0, 107326376.99999999, 127982976.99999999, 167982456.0]",0.3002022752928176
173,7.29999999999994,1239,"[47808525.599999994, 86930917.0, 107335380.50000001, 127993735.5, 167996668.99999997]",0.3002026866528551
174,7.399999999999938,1239,"[47812484.8, 86938176.0, 107344384.0, 128004493.99999997, 168010882.0]",0.3002030979437965
175,7.499999999999936,1239,"[47816444.0, 86945435.0, 107353387.5, 128015252.5, 168025095.0]",0.3002035091656593
176,7.5999999999999375,1239,"[47820403.2, 86952694.0, 107362391.0, 128026011.0, 168039308.0]",0.3002039203184606
177,7.699999999999939,1239,"[47824362.4, 86959953.0, 107371394.49999999, 128036769.49999999, 168053521.0]",0.3002043314022181
178,7.799999999999937,1239,"[47828321.599999994, 86967212.0, 107380398.00000001, 128047528.0, 168067733.99999997]",0.3002047424169489
179,7.899999999999935,1239,"[47832280.8, 86974471.0, 107389401.5, 128058286.49999997, 168081947.0]",0.3002051533626706
180,7.999999999999936,1239,"[47836240.0, 86981730.0, 107398405.0, 128069045.0, 168096160.0]",0.3002055642394006
181,8.099999999999937,1239,"[47840199.2, 86988989.0, 107407408.5, 128079803.5, 168110373.0]",0.3002059750471561
182,8.199999999999935,1239,"[47844158.4, 86996248.0, 107416411.99999999, 128090561.99999999, 168124586.0]",0.30020638578595465
183,8.299999999999933,1239,"[47848117.599999994, 87003507.0, 107425415.50000001, 128101320.5, 168138798.99999997]",0.3002067964558134
184,8.399999999999935,1239,"[47852076.8, 87010766.0, 107434419.0, 128112078.99999997, 168153012.0]",0.30020720705674986
185,8.499999999999936,1239,"[47856036.0, 87018025.0, 107443422.5, 128122837.5, 168167225.0]",0.30020761758878145
186,8.599999999999934,1239,"[47859995.2, 87025284.0, 107452426.0, 128133596.0, 168181438.0]",0.3002080280519253
187,8.699999999999932,1239,"[47863954.4, 87032543.0, 107461429.49999999, 128144354.49999999, 168195651.0]",0.30020843844619893
188,8.799999999999933,1239,"[47867913.599999994, 87039802.0, 107470433.00000001, 128155113.0, 168209863.99999997]",0.3002088487716194
189,8.899999999999935,1239,"[47871872.8, 87047061.0, 107479436.5, 128165871.49999997, 168224077.0]",0.30020925902820444
190,8.999999999999932,1239,"[47875832.0, 87054320.0, 107488440.0, 128176630.0, 168238290.0]",0.3002096692159711
191,9.09999999999993,1239,"[47879791.2, 87061579.0, 107497443.5, 128187388.5, 168252503.0]",0.3002100793349368
192,9.199999999999932,1239,"[47883750.4, 87068838.0, 107506446.99999999, 128198146.99999999, 168266716.0]",0.30021048938511874
193,9.299999999999933,1239,"[47887709.599999994, 87076097.0, 107515450.50000001, 128208905.5, 168280928.99999997]",0.30021089936653417
194,9.399999999999931,1239,"[47891668.8, 87083356.0, 107524454.0, 128219663.99999997, 168295142.0]",0.30021130927920076
195,9.499999999999929,1239,"[47895628.0, 87090615.0, 107533457.5, 128230422.5, 168309355.0]",0.30021171912313543
196,9.59999999999993,1239,"[47899587.2, 87097874.0, 107542461.0, 128241181.0, 168323568.0]",0.3002121288983556
197,9.699999999999932,1239,"[47903546.4, 87105133.0, 107551464.49999999, 128251939.49999999, 168337781.0]",0.3002125386048785
198,9.79999999999993,1239,"[47907505.599999994, 87112392.0, 107560468.00000001, 128262698.0, 168351993.99999997]",0.3002129482427214
199,9.899999999999928,1239,"[47911464.8, 87119651.0, 107569471.5, 128273456.49999997, 168366207.0]",0.3002133578119016
